Filename,Storm,Storm_ID,Storm_Datetime,Storm_Epoch,Lat,Lon,Intensity_ms,MSLP_hPa,TC_Category,Observation_Variables,Observation_Groups,Group_Counts_JSON
HRDOBS_FRANKLIN07L.201708091800_AI_READY.hdf5,FRANKLIN,FRANKLIN07L,2017-08-09T18:00:00Z,1502301600, 10.10,-104.40,33.43885803222656,984.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_ghawk, flight_level_hdobs_noaa42, flight_level_hdobs_usaf, sfmr_noaa42, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_ghawk"": 354, ""flight_level_hdobs_noaa42"": 80, ""flight_level_hdobs_usaf"": 420, ""sfmr_noaa42"": 67, ""sfmr_usaf"": 397, ""track_best_track"": 3, ""track_spline_track"": 364, ""track_vortex_message"": 2}"
HRDOBS_HARVEY09L.201708240000_AI_READY.hdf5,HARVEY,HARVEY09L,2017-08-24T00:00:00Z,1503532800, 11.70,-102.40,20.5777587890625,1003.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_ghawk, dropsonde_noaa49, dropsonde_usaf, flight_level_hdobs_noaa42, flight_level_hdobs_noaa49, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_ghawk"": 2578, ""dropsonde_noaa49"": 3861, ""dropsonde_usaf"": 31, ""flight_level_hdobs_noaa42"": 96, ""flight_level_hdobs_noaa49"": 587, ""flight_level_hdobs_usaf"": 672, ""sfmr_usaf"": 503, ""track_best_track"": 3, ""track_spline_track"": 362, ""track_vortex_message"": 3}"
HRDOBS_SIXTEEN16L.201710050000_AI_READY.hdf5,SIXTEEN,SIXTEEN16L,2017-10-05T00:00:00Z,1507161600,  2.60, -92.60,15.433320045471191,1004.0,TD,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_usaf, sfmr_usaf, track_best_track","{""flight_level_hdobs_usaf"": 13, ""sfmr_usaf"": 8, ""track_best_track"": 3}"
HRDOBS_JOSE12L.201709081200_AI_READY.hdf5,JOSE,JOSE12L,2017-09-08T12:00:00Z,1504872000,  6.10, -66.40,66.87771606445312,940.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, tdr_noaa42, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 41, ""flight_level_hdobs_usaf"": 620, ""sfmr_usaf"": 337, ""tdr_noaa42"": 164046, ""track_best_track"": 3, ""track_spline_track"": 184, ""track_vortex_message"": 2}"
HRDOBS_JOSE12L.201709091200_AI_READY.hdf5,JOSE,JOSE12L,2017-09-09T12:00:00Z,1504958400,  7.90, -70.70,64.30549621582031,941.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 85, ""flight_level_hdobs_usaf"": 576, ""sfmr_usaf"": 315, ""track_best_track"": 3, ""track_spline_track"": 362, ""track_vortex_message"": 2}"
HRDOBS_SIXTEEN16L.201710041200_AI_READY.hdf5,SIXTEEN,SIXTEEN16L,2017-10-04T12:00:00Z,1507118400,  1.90, -91.60,12.861100196838379,1005.0,TD,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_usaf, sfmr_usaf, track_best_track","{""flight_level_hdobs_usaf"": 40, ""sfmr_usaf"": 22, ""track_best_track"": 3}"
HRDOBS_JOSE12L.201709090000_AI_READY.hdf5,JOSE,JOSE12L,2017-09-09T00:00:00Z,1504915200,  6.70, -68.80,69.44993591308594,938.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, tdr_noaa42, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 67, ""flight_level_hdobs_usaf"": 680, ""sfmr_usaf"": 151, ""tdr_noaa42"": 120754, ""track_best_track"": 3, ""track_spline_track"": 361, ""track_vortex_message"": 2}"
HRDOBS_LEE14L.201709261200_AI_READY.hdf5,LEE,LEE14L,2017-09-26T12:00:00Z,1506427200, 19.90, -63.20,46.29996109008789,976.0,HU,"az, clat, clon, elev, ght, lat, lon, pmin, rmw, rvel, rvelerr, time, vmax","tdr_noaa42, track_best_track","{""tdr_noaa42"": 12930, ""track_best_track"": 3}"
HRDOBS_IRMA11L.201709050000_AI_READY.hdf5,IRMA,IRMA11L,2017-09-05T00:00:00Z,1504569600,  6.70, -65.10,64.30549621582031,943.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa42, dropsonde_noaa49, dropsonde_usaf, flight_level_hdobs_noaa42, flight_level_hdobs_noaa49, flight_level_hdobs_usaf, sfmr_noaa42, sfmr_usaf, tdr_noaa42, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa42"": 152, ""dropsonde_noaa49"": 5218, ""dropsonde_usaf"": 200, ""flight_level_hdobs_noaa42"": 703, ""flight_level_hdobs_noaa49"": 503, ""flight_level_hdobs_usaf"": 703, ""sfmr_noaa42"": 639, ""sfmr_usaf"": 450, ""tdr_noaa42"": 108454, ""track_best_track"": 3, ""track_spline_track"": 366, ""track_vortex_message"": 6}"
HRDOBS_IRMA11L.201709040000_AI_READY.hdf5,IRMA,IRMA11L,2017-09-04T00:00:00Z,1504483200,  7.30, -60.40,51.444400787353516,959.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_noaa42, flight_level_hdobs_noaa42, sfmr_noaa42, tdr_noaa42, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa42"": 182, ""flight_level_hdobs_noaa42"": 645, ""sfmr_noaa42"": 580, ""tdr_noaa42"": 77995, ""track_best_track"": 3, ""track_spline_track"": 259, ""track_vortex_message"": 3}"
HRDOBS_JOSE12L.201709190600_AI_READY.hdf5,JOSE,JOSE12L,2017-09-19T06:00:00Z,1505800800, 25.60, -81.40,33.43885803222656,971.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 43, ""flight_level_hdobs_usaf"": 317, ""sfmr_usaf"": 192, ""track_best_track"": 3, ""track_spline_track"": 364, ""track_vortex_message"": 2}"
HRDOBS_JOSE12L.201709180600_AI_READY.hdf5,JOSE,JOSE12L,2017-09-18T06:00:00Z,1505714400, 22.60, -81.40,38.58329772949219,974.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_noaa42, flight_level_hdobs_noaa42, sfmr_noaa42, track_best_track, track_spline_track","{""dropsonde_noaa42"": 38, ""flight_level_hdobs_noaa42"": 297, ""sfmr_noaa42"": 51, ""track_best_track"": 3, ""track_spline_track"": 364}"
HRDOBS_TWO02L.201706191800_AI_READY.hdf5,TWO,TWO02L,2017-06-19T18:00:00Z,1497895200, -1.30, -68.20,20.5777587890625,1007.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_usaf, sfmr_usaf, track_best_track","{""flight_level_hdobs_usaf"": 740, ""sfmr_usaf"": 472, ""track_best_track"": 3}"
HRDOBS_JOSE12L.201709191800_AI_READY.hdf5,JOSE,JOSE12L,2017-09-19T18:00:00Z,1505844000, 26.90, -81.50,30.866640090942383,973.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa49, dropsonde_usaf, flight_level_hdobs_noaa49, flight_level_hdobs_usaf, track_best_track, track_spline_track","{""dropsonde_noaa49"": 661, ""dropsonde_usaf"": 11, ""flight_level_hdobs_noaa49"": 180, ""flight_level_hdobs_usaf"": 199, ""track_best_track"": 3, ""track_spline_track"": 362}"
HRDOBS_JOSE12L.201709181800_AI_READY.hdf5,JOSE,JOSE12L,2017-09-18T18:00:00Z,1505757600, 24.40, -81.00,33.43885803222656,975.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_noaa42, sfmr_noaa42, track_best_track, track_spline_track","{""flight_level_hdobs_noaa42"": 104, ""sfmr_noaa42"": 8, ""track_best_track"": 3, ""track_spline_track"": 362}"
HRDOBS_LEE14L.201709260000_AI_READY.hdf5,LEE,LEE14L,2017-09-26T00:00:00Z,1506384000, 20.40, -61.00,41.155517578125,982.0,HU,"az, clat, clon, elev, ght, lat, lon, pmin, rmw, rvel, rvelerr, time, vmax","tdr_noaa42, track_best_track","{""tdr_noaa42"": 51884, ""track_best_track"": 3}"
HRDOBS_LEE14L.201709270000_AI_READY.hdf5,LEE,LEE14L,2017-09-27T00:00:00Z,1506470400, 20.00, -65.10,48.8721809387207,970.0,HU,"az, clat, clon, elev, ght, lat, lon, pmin, rmw, rvel, rvelerr, time, vmax","tdr_noaa42, track_best_track","{""tdr_noaa42"": 14350, ""track_best_track"": 3}"
HRDOBS_IRMA11L.201709041200_AI_READY.hdf5,IRMA,IRMA11L,2017-09-04T12:00:00Z,1504526400,  6.80, -62.60,56.58884048461914,945.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_noaa42, dropsonde_usaf, flight_level_hdobs_noaa42, flight_level_hdobs_usaf, sfmr_noaa42, tdr_noaa42, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa42"": 211, ""dropsonde_usaf"": 30, ""flight_level_hdobs_noaa42"": 703, ""flight_level_hdobs_usaf"": 40, ""sfmr_noaa42"": 618, ""tdr_noaa42"": 160998, ""track_best_track"": 3, ""track_spline_track"": 363, ""track_vortex_message"": 4}"
HRDOBS_IRMA11L.201709051200_AI_READY.hdf5,IRMA,IRMA11L,2017-09-05T12:00:00Z,1504612800,  6.70, -67.80,77.16659545898438,929.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_noaa42, dropsonde_usaf, flight_level_hdobs_noaa42, flight_level_hdobs_usaf, sfmr_noaa42, sfmr_usaf, tdr_noaa42, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa42"": 121, ""dropsonde_usaf"": 193, ""flight_level_hdobs_noaa42"": 591, ""flight_level_hdobs_usaf"": 739, ""sfmr_noaa42"": 493, ""sfmr_usaf"": 436, ""tdr_noaa42"": 114733, ""track_best_track"": 3, ""track_spline_track"": 364, ""track_vortex_message"": 6}"
HRDOBS_LEE14L.201709181200_AI_READY.hdf5,LEE,LEE14L,2017-09-18T12:00:00Z,1505736000,  3.90, -50.20,15.433320045471191,1008.0,TD,"az, clat, clon, elev, ght, lat, lon, pmin, rmw, rvel, rvelerr, time, vmax","tdr_noaa42, track_best_track","{""tdr_noaa42"": 55356, ""track_best_track"": 3}"
HRDOBS_TEN10L.201708281800_AI_READY.hdf5,TEN,TEN10L,2017-08-28T18:00:00Z,1503943200, 21.80, -90.30,18.005538940429688,1006.0,DB,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_usaf, sfmr_usaf, track_best_track","{""flight_level_hdobs_usaf"": 645, ""sfmr_usaf"": 308, ""track_best_track"": 3}"
HRDOBS_LEE14L.201709180000_AI_READY.hdf5,LEE,LEE14L,2017-09-18T00:00:00Z,1505692800,  3.40, -47.90,15.433320045471191,1008.0,TD,"az, clat, clon, elev, ght, lat, lon, pmin, rmw, rvel, rvelerr, time, vmax","tdr_noaa42, track_best_track","{""tdr_noaa42"": 111245, ""track_best_track"": 3}"
HRDOBS_JOSE12L.201709210000_AI_READY.hdf5,JOSE,JOSE12L,2017-09-21T00:00:00Z,1505952000, 29.40, -78.50,28.29442024230957,979.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 70, ""flight_level_hdobs_usaf"": 426, ""sfmr_usaf"": 284, ""track_best_track"": 3, ""track_spline_track"": 361, ""track_vortex_message"": 3}"
HRDOBS_GERT08L.201708151800_AI_READY.hdf5,GERT,GERT08L,2017-08-15T18:00:00Z,1502820000, 23.10, -81.80,36.011077880859375,980.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_noaa42, track_best_track","{""flight_level_hdobs_noaa42"": 20, ""track_best_track"": 3}"
HRDOBS_JOSE12L.201709211200_AI_READY.hdf5,JOSE,JOSE12L,2017-09-21T12:00:00Z,1505995200, 29.60, -78.10,28.29442024230957,984.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 67, ""flight_level_hdobs_usaf"": 324, ""sfmr_usaf"": 261, ""track_best_track"": 3, ""track_spline_track"": 91, ""track_vortex_message"": 2}"
HRDOBS_JOSE12L.201709201200_AI_READY.hdf5,JOSE,JOSE12L,2017-09-20T12:00:00Z,1505908800, 28.80, -80.20,30.866640090942383,976.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 83, ""flight_level_hdobs_usaf"": 628, ""sfmr_usaf"": 355, ""track_best_track"": 3, ""track_spline_track"": 361, ""track_vortex_message"": 2}"
HRDOBS_NATE16L.201710080600_AI_READY.hdf5,NATE,NATE16L,2017-10-08T06:00:00Z,1507442400, 20.60, -98.90,30.866640090942383,984.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 76, ""flight_level_hdobs_usaf"": 294, ""sfmr_usaf"": 203, ""track_best_track"": 4, ""track_spline_track"": 183, ""track_vortex_message"": 4}"
HRDOBS_HARVEY09L.201708281800_AI_READY.hdf5,HARVEY,HARVEY09L,2017-08-28T18:00:00Z,1503943200, 18.60,-105.90,20.5777587890625,997.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_usaf, track_best_track, track_spline_track","{""flight_level_hdobs_usaf"": 86, ""track_best_track"": 3, ""track_spline_track"": 361}"
HRDOBS_HARVEY09L.201708291800_AI_READY.hdf5,HARVEY,HARVEY09L,2017-08-29T18:00:00Z,1504029600, 19.10,-104.40,23.149980545043945,993.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 47, ""flight_level_hdobs_usaf"": 407, ""sfmr_usaf"": 243, ""track_best_track"": 3, ""track_spline_track"": 362, ""track_vortex_message"": 2}"
HRDOBS_IRMA11L.201709031800_AI_READY.hdf5,IRMA,IRMA11L,2017-09-03T18:00:00Z,1504461600,  7.80, -59.20,51.444400787353516,965.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_noaa42, flight_level_hdobs_noaa42, sfmr_noaa42, tdr_noaa42, track_best_track, track_spline_track","{""dropsonde_noaa42"": 20, ""flight_level_hdobs_noaa42"": 200, ""sfmr_noaa42"": 180, ""tdr_noaa42"": 22973, ""track_best_track"": 3, ""track_spline_track"": 79}"
HRDOBS_KATIA13L.201709080600_AI_READY.hdf5,KATIA,KATIA13L,2017-09-08T06:00:00Z,1504850400, 11.40,-105.30,41.155517578125,977.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 31, ""flight_level_hdobs_usaf"": 81, ""sfmr_usaf"": 43, ""track_best_track"": 3, ""track_spline_track"": 362, ""track_vortex_message"": 2}"
HRDOBS_THREE03L.201706191800_AI_READY.hdf5,THREE,THREE03L,2017-06-19T18:00:00Z,1497895200, 14.30, -98.40,18.005538940429688,1003.0,DB,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_usaf, sfmr_usaf, track_best_track","{""flight_level_hdobs_usaf"": 340, ""sfmr_usaf"": 142, ""track_best_track"": 2}"
HRDOBS_KATIA13L.201709090600_AI_READY.hdf5,KATIA,KATIA13L,2017-09-09T06:00:00Z,1504936800, 10.30,-107.40,18.005538940429688,1001.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track","{""flight_level_hdobs_usaf"": 20, ""sfmr_usaf"": 12, ""track_best_track"": 4, ""track_spline_track"": 90}"
HRDOBS_KATIA13L.201709081800_AI_READY.hdf5,KATIA,KATIA13L,2017-09-08T18:00:00Z,1504893600, 11.10,-106.20,46.29996109008789,972.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, tdr_noaa42, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 128, ""flight_level_hdobs_usaf"": 55, ""sfmr_usaf"": 13, ""tdr_noaa42"": 35167, ""track_best_track"": 3, ""track_spline_track"": 361, ""track_vortex_message"": 1}"
HRDOBS_DON05L.201707181200_AI_READY.hdf5,DON,DON05L,2017-07-18T12:00:00Z,1500379200,  1.40, -67.00,18.005538940429688,1011.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 30, ""flight_level_hdobs_usaf"": 735, ""sfmr_usaf"": 371, ""track_best_track"": 2, ""track_spline_track"": 222, ""track_vortex_message"": 1}"
HRDOBS_DON05L.201707180000_AI_READY.hdf5,DON,DON05L,2017-07-18T00:00:00Z,1500336000,  1.20, -63.80,23.149980545043945,1005.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track","{""dropsonde_usaf"": 35, ""flight_level_hdobs_usaf"": 482, ""sfmr_usaf"": 341, ""track_best_track"": 3, ""track_spline_track"": 350}"
HRDOBS_MARIA15L.201709230000_AI_READY.hdf5,MARIA,MARIA15L,2017-09-23T00:00:00Z,1506124800, 13.70, -81.60,54.01662063598633,953.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_noaa42, dropsonde_usaf, flight_level_hdobs_noaa42, flight_level_hdobs_usaf, sfmr_noaa42, sfmr_usaf, tdr_noaa42, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa42"": 44, ""dropsonde_usaf"": 56, ""flight_level_hdobs_noaa42"": 508, ""flight_level_hdobs_usaf"": 722, ""sfmr_noaa42"": 327, ""sfmr_usaf"": 408, ""tdr_noaa42"": 70125, ""track_best_track"": 3, ""track_spline_track"": 368, ""track_vortex_message"": 3}"
HRDOBS_MARIA15L.201709220000_AI_READY.hdf5,MARIA,MARIA15L,2017-09-22T00:00:00Z,1506038400, 10.80, -80.00,56.58884048461914,953.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 128, ""flight_level_hdobs_usaf"": 632, ""sfmr_usaf"": 396, ""track_best_track"": 3, ""track_spline_track"": 363, ""track_vortex_message"": 2}"
HRDOBS_CINDY03L.201706220600_AI_READY.hdf5,CINDY,CINDY03L,2017-06-22T06:00:00Z,1498111200, 19.20,-103.60,23.149980545043945,991.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""flight_level_hdobs_usaf"": 369, ""sfmr_usaf"": 277, ""track_best_track"": 4, ""track_spline_track"": 211, ""track_vortex_message"": 2}"
HRDOBS_JOSE12L.201709151200_AI_READY.hdf5,JOSE,JOSE12L,2017-09-15T12:00:00Z,1505476800, 16.30, -79.00,30.866640090942383,986.0,TS,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, t, terr, time, u, uerr, v, verr, vmax","flight_level_hdobs_usaf, track_best_track, track_spline_track","{""flight_level_hdobs_usaf"": 20, ""track_best_track"": 3, ""track_spline_track"": 362}"
HRDOBS_MARIA15L.201709221200_AI_READY.hdf5,MARIA,MARIA15L,2017-09-22T12:00:00Z,1506081600, 11.90, -80.90,56.58884048461914,958.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 171, ""flight_level_hdobs_usaf"": 727, ""sfmr_usaf"": 520, ""track_best_track"": 3, ""track_spline_track"": 363, ""track_vortex_message"": 2}"
HRDOBS_MARIA15L.201709231200_AI_READY.hdf5,MARIA,MARIA15L,2017-09-23T12:00:00Z,1506168000, 15.00, -82.20,51.444400787353516,952.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax","dropsonde_usaf, flight_level_hdobs_usaf, sfmr_usaf, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_usaf"": 168, ""flight_level_hdobs_usaf"": 738, ""sfmr_usaf"": 598, ""track_best_track"": 3, ""track_spline_track"": 363, ""track_vortex_message"": 3}"
HRDOBS_IRMA11L.201709081800_AI_READY.hdf5,IRMA,IRMA11L,2017-09-08T18:00:00Z,1504893600, 12.00, -86.00,72.02215576171875,925.0,HU,"az, clat, clon, elev, ght, lat, lon, p, pmin, q, qerr, rmw, rr, rvel, rvelerr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa42, dropsonde_noaa49, dropsonde_usaf, flight_level_hdobs_noaa42, flight_level_hdobs_noaa49, flight_level_hdobs_usaf, sfmr_noaa42, sfmr_usaf, tdr_noaa42, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa42"": 104, ""dropsonde_noaa49"": 2833, ""dropsonde_usaf"": 48, ""flight_level_hdobs_noaa42"": 272, ""flight_level_hdobs_noaa49"": 380, ""flight_level_hdobs_usaf"": 310, ""sfmr_noaa42"": 156, ""sfmr_usaf"": 189, ""tdr_noaa42"": 35167, ""track_best_track"": 3, ""track_spline_track"": 365, ""track_vortex_message"": 1}"
HRDOBS_IRMA11L.201709091800_AI_READY.hdf5,IRMA,IRMA11L,2017-09-09T18:00:00Z,1504980000, 13.10, -90.20,48.8721809387207,938.0,HU,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, rr, sfcdir, sfcp, sfcspd, spd, spderr, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa42, dropsonde_noaa49, dropsonde_usaf, flight_level_hdobs_noaa42, flight_level_hdobs_noaa49, sfmr_noaa42, track_best_track, track_spline_track, track_vortex_message","{""dropsonde_noaa42"": 61, ""dropsonde_noaa49"": 3467, ""dropsonde_usaf"": 30, ""flight_level_hdobs_noaa42"": 460, ""flight_level_hdobs_noaa49"": 460, ""sfmr_noaa42"": 316, ""track_best_track"": 3, ""track_spline_track"": 363, ""track_vortex_message"": 2}"
HRDOBS_HARVEY09L.201708221800_AI_READY.hdf5,HARVEY,HARVEY09L,2017-08-22T18:00:00Z,1503424800, 10.30, -99.80,12.861100196838379,1010.0,LO,"clat, clon, ght, lat, lon, p, pmin, q, qerr, rmw, t, terr, time, u, uerr, v, verr, vmax, w, werr","dropsonde_noaa49, flight_level_hdobs_noaa49, track_best_track, track_spline_track","{""dropsonde_noaa49"": 1992, ""flight_level_hdobs_noaa49"": 400, ""track_best_track"": 3, ""track_spline_track"": 361}"
